,match_time_bm,away_player,home_player,odds_away_bm,odds_home_bm,spread_away_bm,spread_home_bm,away_decimal_odds_bm,home_decimal_odds_bm,match_time_bto,odds_away_bto,odds_home_bto,spread_away_bto,spread_home_bto,away_decimal_odds_bto,home_decimal_odds_bto,away_decimal_odds_pin,home_decimal_odds_pin,best_book_away,best_away,best_book_home,best_home,cum_prob,cum_prob_spread,best_spread_away,best_spread_home,best_book_away_spread,best_book_home_spread,log_time,tournament_flg
282645,05/1403:25,dean burmester,matthias schwab,106.0,-136.0,+0.5-124,-0.5-106,2.06,1.7352941176470589,,,,,,,,,,BM,2.06,BM,1.7352941176470589,1.0617080796445615,,1.8064516129032258,1.9433962264150944,BM,BM,2021-05-14 02:23:12.220222,round
282646,05/1403:15,adrian meronk,sam horsfield,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282647,05/1402:50,ashley chesters,alexander levy,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,1.8695652173913042,1.99009900990099,BM,1.900900900900901,PIN,1.99009900990099,1.0285539128999552,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282648,05/1402:00,jazz janewattananond,ross fisher,-129.0,-101.0,-0.5+101,+0.5-131,1.7751937984496124,1.99009900990099,,,,,,,,,,BM,1.7751937984496124,BM,1.99009900990099,1.065806339481631,,2.01,1.7633587786259541,BM,BM,2021-05-14 02:23:12.220222,round
282649,05/1402:20,soren kjeldsen,ricardo santos,101.0,-131.0,+0.5-129,-0.5-101,2.01,1.7633587786259541,,,,,,,,,,BM,2.01,BM,1.7633587786259541,1.0646120049105123,,1.7751937984496124,1.99009900990099,BM,BM,2021-05-14 02:23:12.220222,round
282650,05/1401:20,sami valimaki,adrian otaegui,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,,,BM,1.847457627118644,BM,1.8928571428571428,1.0695862904621776,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282651,05/1401:30,sebastian garcia rodriguez,ashun wu,-115.0,-115.0,-0.5+115,+0.5-145,1.8695652173913042,1.8695652173913042,,,,,,,,,,BM,1.8695652173913042,BM,1.8695652173913042,1.0697674418604652,,2.15,1.6896551724137931,BM,BM,2021-05-14 02:23:12.220222,round
282652,05/1405:30,eddie pepperell,justin harding,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,1.9523809523809523,1.900900900900901,PIN,1.9523809523809523,PIN,1.900900900900901,1.03826147266212,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282653,05/1405:10,matthieu pavon,louis de jager,-107.0,-123.0,+0.5-137,-0.5+107,1.9345794392523366,1.8130081300813008,,,,,,,,,,BM,1.9345794392523366,BM,1.8130081300813008,1.068477719286844,,1.72992700729927,2.0700000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282654,05/1404:05,adri arnaus,danny willett,-113.0,-117.0,+0.5-143,-0.5+113,1.8849557522123894,1.8547008547008548,,,,,,,,,,BM,1.8849557522123894,BM,1.8547008547008548,1.0696869388373251,,1.6993006993006992,2.13,BM,BM,2021-05-14 02:23:12.220222,round
282655,05/1404:15,chris wood,paul dunne,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282656,05/1403:35,joachim b. hansen,laurie canter,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282657,05/1403:15,clement sordet,jeff winther,113.0,-143.0,+0.5-117,-0.5-113,2.13,1.6993006993006992,,,,,,,,,,BM,2.13,BM,1.6993006993006992,1.0579609343302616,,1.8547008547008548,1.8849557522123894,BM,BM,2021-05-14 02:23:12.220222,round
282658,05/1403:05,minwoo lee,james morrison,-113.0,-117.0,+0.5-143,-0.5+113,1.8849557522123894,1.8547008547008548,,,,,,,,,,BM,1.8849557522123894,BM,1.8547008547008548,1.0696869388373251,,1.6993006993006992,2.13,BM,BM,2021-05-14 02:23:12.220222,round
282659,05/1402:40,julian suri,tapio pulkkanen,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,1.8333333333333335,2.0300000000000002,BM,1.847457627118644,PIN,2.0300000000000002,1.0338952411081483,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282660,05/1402:00,renato paratore,edoardo molinari,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,,,BM,1.8928571428571428,BM,1.847457627118644,1.0695862904621776,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282661,05/1401:40,garrick porteous,aaron cockerill,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,,,BM,1.8928571428571428,BM,1.847457627118644,1.0695862904621776,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282662,05/1401:05,chris paisley,darius van driel,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282663,05/1400:55,shubhankar sharma,cormac sharvin,-113.0,-117.0,+0.5-143,-0.5+113,1.8849557522123894,1.8547008547008548,,,,,,,,,,BM,1.8849557522123894,BM,1.8547008547008548,1.0696869388373251,,1.6993006993006992,2.13,BM,BM,2021-05-14 02:23:12.220222,round
282664,,jeff maggert,brandt jobe,,,,,,,,,,,,,,1.847457627118644,1.970873786407767,PIN,1.847457627118644,PIN,1.970873786407767,1.0486735662313011,,,,,,2021-05-14 02:23:12.220222,tournament
282665,,lee slattery,matthieu pavon,,,,,,,,,,,,,,2.44,1.5917159763313609,PIN,2.44,PIN,1.5917159763313609,1.0380888536778596,,,,,,2021-05-14 02:23:12.220222,round
282666,,andy sullivan,bernd wiesberger,,,,,,,,,,,,,,2.04,1.819672131147541,PIN,2.04,PIN,1.819672131147541,1.039745627980922,,,,,,2021-05-14 02:23:12.220222,round
282667,,julien guerrier,callum hill,,,,,,,,,,,,,,2.24,1.6849315068493151,PIN,2.24,PIN,1.6849315068493151,1.039924506387921,,,,,,2021-05-14 02:23:12.220222,round
282668,,richard bland,robert macintyre,,,,,,,,,,,,,,2.5300000000000002,1.5555555555555556,PIN,2.5300000000000002,PIN,1.5555555555555556,1.0381140598531902,,,,,,2021-05-14 02:23:12.220222,round
282669,,josh geary,jazz janewattananond,,,,,,,,,,,,,,2.55,1.5494505494505495,PIN,2.55,PIN,1.5494505494505495,1.037546933667084,,,,,,2021-05-14 02:23:12.220222,round
282670,,min woo lee,andrew johnston,,,,,,,,,,,,,,2.2,1.7142857142857144,PIN,2.2,PIN,1.7142857142857144,1.0378787878787878,,,,,,2021-05-14 02:23:12.220222,round
282671,,dave coupland,jordan smith,,,,,,,,,,,,,,2.19,1.7142857142857144,PIN,2.19,PIN,1.7142857142857144,1.0399543378995433,,,,,,2021-05-14 02:23:12.220222,round
282672,,jeff winther,joachim b hansen,,,,,,,,,,,,,,2.1399999999999997,1.7518796992481203,PIN,2.1399999999999997,PIN,1.7518796992481203,1.038105170269945,,,,,,2021-05-14 02:23:12.220222,round
282673,,richard mansell,mikko korhonen,,,,,,,,,,,,,,2.0300000000000002,1.8333333333333335,PIN,2.0300000000000002,PIN,1.8333333333333335,1.038065382892969,,,,,,2021-05-14 02:23:12.220222,round
282674,,louis de jager,guido migliozzi,,,,,,,,,,,,,,1.8695652173913042,1.99009900990099,PIN,1.8695652173913042,PIN,1.99009900990099,1.0373712831192874,,,,,,2021-05-14 02:23:12.220222,round
282675,,chris wood,danny willett,,,,,,,,,,,,,,2.8,1.4672897196261683,PIN,2.8,PIN,1.4672897196261683,1.0386715195632392,,,,,,2021-05-14 02:23:12.220222,round
282676,,dean burmester,sam horsfield,,,,,,,,,,,,,,2.04,1.819672131147541,PIN,2.04,PIN,1.819672131147541,1.039745627980922,,,,,,2021-05-14 02:23:12.220222,round
282677,,joel stalter,adri arnaus,,,,,,,,,,,,,,2.59,1.5319148936170213,PIN,2.59,PIN,1.5319148936170213,1.038878163878164,,,,,,2021-05-14 02:23:12.220222,round
282678,,clement sordet,adrian meronk,,,,,,,,,,,,,,2.1399999999999997,1.7518796992481203,PIN,2.1399999999999997,PIN,1.7518796992481203,1.038105170269945,,,,,,2021-05-14 02:23:12.220222,round
282679,,paul dunne,richie ramsay,,,,,,,,,,,,,,2.49,1.5681818181818183,PIN,2.49,PIN,1.5681818181818183,1.039287585123101,,,,,,2021-05-14 02:23:12.220222,round
282680,,laurie canter,matthias schwab,,,,,,,,,,,,,,2.06,1.8064516129032258,PIN,2.06,PIN,1.8064516129032258,1.039008321775312,,,,,,2021-05-14 02:23:12.220222,round
282681,,raphael jacquelin,james morrison,,,,,,,,,,,,,,2.42,1.5988023952095807,PIN,2.42,PIN,1.5988023952095807,1.0386913052898754,,,,,,2021-05-14 02:23:12.220222,round
282682,,brandt jobe,jeff maggert,,,,,,,,,,,,,,1.970873786407767,1.847457627118644,PIN,1.970873786407767,PIN,1.847457627118644,1.0486735662313011,,,,,,2021-05-14 02:23:12.220222,tournament
282683,,matthieu pavon,lee slattery,,,,,,,,,,,,,,1.5917159763313609,2.44,PIN,1.5917159763313609,PIN,2.44,1.0380888536778596,,,,,,2021-05-14 02:23:12.220222,round
282684,,bernd wiesberger,andy sullivan,,,,,,,,,,,,,,1.819672131147541,2.04,PIN,1.819672131147541,PIN,2.04,1.039745627980922,,,,,,2021-05-14 02:23:12.220222,round
282685,,callum hill,julien guerrier,,,,,,,,,,,,,,1.6849315068493151,2.24,PIN,1.6849315068493151,PIN,2.24,1.039924506387921,,,,,,2021-05-14 02:23:12.220222,round
282686,,robert macintyre,richard bland,,,,,,,,,,,,,,1.5555555555555556,2.5300000000000002,PIN,1.5555555555555556,PIN,2.5300000000000002,1.0381140598531902,,,,,,2021-05-14 02:23:12.220222,round
282687,,jazz janewattananond,josh geary,,,,,,,,,,,,,,1.5494505494505495,2.55,PIN,1.5494505494505495,PIN,2.55,1.037546933667084,,,,,,2021-05-14 02:23:12.220222,round
282688,,andrew johnston,min woo lee,,,,,,,,,,,,,,1.7142857142857144,2.2,PIN,1.7142857142857144,PIN,2.2,1.0378787878787878,,,,,,2021-05-14 02:23:12.220222,round
282689,,jordan smith,dave coupland,,,,,,,,,,,,,,1.7142857142857144,2.19,PIN,1.7142857142857144,PIN,2.19,1.0399543378995433,,,,,,2021-05-14 02:23:12.220222,round
282690,,joachim b hansen,jeff winther,,,,,,,,,,,,,,1.7518796992481203,2.1399999999999997,PIN,1.7518796992481203,PIN,2.1399999999999997,1.038105170269945,,,,,,2021-05-14 02:23:12.220222,round
282691,,mikko korhonen,richard mansell,,,,,,,,,,,,,,1.8333333333333335,2.0300000000000002,PIN,1.8333333333333335,PIN,2.0300000000000002,1.038065382892969,,,,,,2021-05-14 02:23:12.220222,round
282692,,guido migliozzi,louis de jager,,,,,,,,,,,,,,1.99009900990099,1.8695652173913042,PIN,1.99009900990099,PIN,1.8695652173913042,1.0373712831192874,,,,,,2021-05-14 02:23:12.220222,round
282693,,danny willett,chris wood,,,,,,,,,,,,,,1.4672897196261683,2.8,PIN,1.4672897196261683,PIN,2.8,1.0386715195632392,,,,,,2021-05-14 02:23:12.220222,round
282694,,sam horsfield,dean burmester,,,,,,,,,,,,,,1.819672131147541,2.04,PIN,1.819672131147541,PIN,2.04,1.039745627980922,,,,,,2021-05-14 02:23:12.220222,round
282695,,adri arnaus,joel stalter,,,,,,,,,,,,,,1.5319148936170213,2.59,PIN,1.5319148936170213,PIN,2.59,1.038878163878164,,,,,,2021-05-14 02:23:12.220222,round
282696,,adrian meronk,clement sordet,,,,,,,,,,,,,,1.7518796992481203,2.1399999999999997,PIN,1.7518796992481203,PIN,2.1399999999999997,1.038105170269945,,,,,,2021-05-14 02:23:12.220222,round
282697,,richie ramsay,paul dunne,,,,,,,,,,,,,,1.5681818181818183,2.49,PIN,1.5681818181818183,PIN,2.49,1.039287585123101,,,,,,2021-05-14 02:23:12.220222,round
282698,,matthias schwab,laurie canter,,,,,,,,,,,,,,1.8064516129032258,2.06,PIN,1.8064516129032258,PIN,2.06,1.039008321775312,,,,,,2021-05-14 02:23:12.220222,round
282699,,james morrison,raphael jacquelin,,,,,,,,,,,,,,1.5988023952095807,2.42,PIN,1.5988023952095807,PIN,2.42,1.0386913052898754,,,,,,2021-05-14 02:23:12.220222,round
